InchiKey,SMILES,logBB,BBclass,fold
GUGOEEXESWIERI-UHFFFAOYSA-O,CC(C)(C)c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.63999999,1,7
GUHPHHSNJRSHLJ-UHFFFAOYSA-N,CN(C(=O)CNC1CC1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl,,1,4
GUJRSXAPGDDABA-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c2c(OC)ccc(Br)c2OC,,1,6
GUMRMKZKAGUNEA-UHFFFAOYSA-N,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,,1,9
GUTXTARXLVFHDK-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,,1,4
GUYPYYARYIIWJZ-UHFFFAOYSA-N,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C25OC(C)(C)OC2CC6C4CCC3=CC(=O)C=CC3(C)C4(F)C(O)CC56C,,1,4
GVGLGOZIDCSQPN-UHFFFAOYSA-N,CN1CCC24C3Oc5c(OC(C)=O)ccc(CC1C2C=CC3OC(C)=O)c45,,1,3
GVJHHUAWPYXKBD-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCC2(C)CCc1c(C)c(O)c(C)c(C)c1O2,,1,7
GVMUFFMCUCUGSJ-UHFFFAOYSA-N,CC2OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC3(O)CC(O)C(C(CC(OC1OC(C)C(O)C(N)C1O)C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C2C)O3)C(O)=O,,0,3
GVPIXRLYKVFFMK-UHFFFAOYSA-N,CN1CCC3=C(C1)c2ccccc2Cc4ccccc34,,1,6
GVXBHSBKKJRBMS-UHFFFAOYSA-N,COc4ccc3n1CCN(C)C2=NCCc(c12)c3c4,,1,9
GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1c(C)ccc(C)c1,0.16,1,10
GWUSZQUVEVMBPI-UHFFFAOYSA-N,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,,1,5
GWWLWDURRGNSRS-UHFFFAOYSA-N,CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23,,1,9
GXCXYCOOYDMQOK-UHFFFAOYSA-N,FC(F)(F)c5ccc4Sc1ccccc1N(CCCN3CCN(CCC2OCCCO2)CC3)c4c5,,1,6
GXDALQBWZGODGZ-UHFFFAOYSA-N,COc(cc1)ccc1CCN(CC2)CCC2Nc(n3)n(c(c34)cccc4)Cc5ccc(F)cc5,1.1,1,8
GXDHCNNESPLIKD-UHFFFAOYSA-N,CC(C)CCCC,0.860000005,1,10
GXGQMMZHTFRNBT-UHFFFAOYSA-N,COc4ccc3Oc1ccccc1C=C(N2CCN(C)CC2)c3c4,,1,5
GXILWBIQFGWJQN-UHFFFAOYSA-N,Fc1ccc(C(N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(C2)=O)=O)cc1,-0.46,1,7
GXRZIMHKGDIBEW-UHFFFAOYSA-N,NC(=O)OC1(CCCCC1)C#C,,1,10
GYDJEQRTZSCIOI-UHFFFAOYSA-N,NC[C@]1([H])CC[C@@]([H])(CC1)C(O)=O,,1,6
GYKRZKSQLCVBSF-UHFFFAOYSA-N,CC(O)C2C1SC(=C(N1C2=O)C(O)=O)F,,0,8
GYWGXEGOXODOQU-UHFFFAOYSA-N,CN(C)c1ccnc2sc(c3c12)c(=O)n(cn3)N4CCCCCC4,0.43,1,7
GZBONOYGBJSTHF-UHFFFAOYSA-N,CC5(C)OC4CC3C2CCC1CC(=O)CCC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,,1,6
GZENKSODFLBBHQ-UHFFFAOYSA-N,[C@@H]23[C@H]([C@H]1[C@]([C@@H](C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)CC[C@]34C,,1,1
GZHFODJQISUKAY-UHFFFAOYSA-N,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,,0,2
GZKLJWGUPQBVJQ-UHFFFAOYSA-N,Fc1ccc(cc1)n4cc(C2CCN(CC2)CCN3CCNC3=O)c5cc(Cl)ccc45,,1,3
GZLROLJNGZSEDS-UHFFFAOYSA-N,Clc1cccc(c12)NC(=O)CN=C2c3ccccc3,0.5,1,1
GZSOSUNBTXMUFQ-UHFFFAOYSA-N,COc1ccc(cc1O)c5cc(=O)c4c(O)cc(OC3OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C3O)cc4o5,,0,2
GZUITABIAKMVPG-UHFFFAOYSA-N,OC1=CC2=C(C(C(C3=CC=C(OCCN4CCCCC4)C=C3)=O)=C(C5=CC=C(O)C=C5)S2)C=C1,-1.81,0,7
GZZZSOOGQLOEOB-UHFFFAOYSA-N,CN(/C1=C/C=C(/O)C=C1)C(=O)C([Cl])([Cl])[H],,1,6
HAEPGZUGYMHCJE-UHFFFAOYSA-N,C5CC(CN1CCC(C1)c2ccccc2)c4ccc3OCOc3c4C5,,1,9
HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(C)C(=O)NC(=O)C1,-0.175,1,6
HAVFQXBFPOZUBU-UHFFFAOYSA-N,[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,0.39,1,10
HBGWAZBZXJBYQD-UHFFFAOYSA-N,CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23,,1,2
HBNPJJILLOYFJU-UHFFFAOYSA-N,COCC(=O)OC4(CCN(C)CCCc2nc1ccccc1[nH]2)CCc3cc(F)ccc3C4C(C)C,,0,6
HBOMLICNUCNMMY-UHFFFAOYSA-N,O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(N1)=O,-0.780000008,1,6
HBOSVRMWGCNXAB-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1N3C(SC1(C)C)C(NC(=O)c2c(OC)cccc2OC)C3=O,,0,4
HCFDWZZGGLSKEP-UHFFFAOYSA-N,n1ccccc1[C@@](C)(OCCN(C)C)c2ccccc2,0.639999995,1,9
HCFDWZZGGLSKEP-UHFFFAOYSA-O,C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1,0.63999999,1,1
HCKFPALGXKOOBK-UHFFFAOYSA-N,CC5(OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO)c6ccccc6,,1,10
HCYAFALTSJYZDH-UHFFFAOYSA-N,CNCCCN(c(c12)cccc1)c3c(CC2)cccc3,1.105,1,6
HCYAFALTSJYZDH-UHFFFAOYSA-O,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,1.03333,1,7
HCZHHEIFKROPDY-UHFFFAOYSA-N,OC(=O)C1=CC(=O)c2ccccc2N1,,1,8
HDACQVRGBOVJII-UHFFFAOYSA-N,C[C@@]([H])(N[C@]([H])(CC/C1=C/C=CC=C1)C(=O)OCC)C(=O)N3[C@@]([H])(C[C@]2([H])CCC[C@@]23[H])C(O)=O,,1,9
HDOVUKNUBWVHOX-UHFFFAOYSA-N,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc12,,1,3
HDOZVRUNCMBHFH-UHFFFAOYSA-N,CN(C)CCOC2=Cc1ccccc1Sc3ccc(Cl)cc23,,1,2
HDPDWVAJUZMKRW-UHFFFAOYSA-N,OCCN4CCN(CCCN2c1cc(ccc1Sc3sccc23)C(F)(F)F)CC4,,1,7
HDWIHXWEUNVBIY-UHFFFAOYSA-N,[F]C([F])([F])C3=CC=2N[C@]([H])(C/C1=C/C=CC=C1)N[S](=O)(=O)C=2/C=C3/[S](N)(=O)=O,,1,1
HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,0.247205996,1,1
HEFNNWSXXWATRW-UHFFFAOYSA-M,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,-0.18000001,1,7
HEFNNWSXXWATRW-UHFFFAOYSA-N,O=C(O)C(C)c1ccc(cc1)CC(C)C,-0.180000005,1,1
HEMJJKBWTPKOJG-UHFFFAOYSA-N,C/C1=C/C=C(/C)C(=C1)OCCCC(C)(C)C(O)=O,,1,7
HERCGHIBUWWDIX-UHFFFAOYSA-N,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,1,6
HFCGPUOPDRSSQT-UHFFFAOYSA-N,CCC(C)Nc1c(I)ccc(c1)NC(C)CC,0.639999995,1,6
HFFJORVBQWPILU-UHFFFAOYSA-N,CN2C(=O)CN(C(c1ccccc1)c3cc(Cl)ccc23)C(N)=O,,1,9
HFGZFHCWKKQGIS-UHFFFAOYSA-N,C[C@@]([H])([C@](O)(CN1C=NC=N1)C2=C/C=C(/[F])C=C2[F])[S](C)(=O)=O,,1,10
HFHZKZSRXITVMK-UHFFFAOYSA-N,CCCC[C@]3([H])C(=O)N(C=1C=CC=CC=1)N(/C2=C/C=C(/O)C=C2)C3=O,,1,5
HFNGFXBXLSRAKX-UHFFFAOYSA-N,O=C1[C@@H]2[C@H](c3c([C@@H]([C@H]2CO1)O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]1O)O)O[C@H](OC2)c1cccs1)cc1c(c3)OCO1)c1cc(OC)c(c(c1)O)O,,1,2
HFQMYSHATTXRTC-UHFFFAOYSA-N,CC(N)Cc1ccc(cc1C)N(C)C,,1,8
HGBLNBBNRORJKI-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C1(N)CCCCC1)C(=O)N2C3C(O)=O,,0,1
HGEYJZMMUGWEOT-UHFFFAOYSA-N,Oc4ccc3[nH]cc(CCCCN1CCC(=CC1)c2ccccc2)c3c4,,1,9
HGGAKXAHAYOLDJ-UHFFFAOYSA-N,CC(O)C2C1SC(=C(N1C2=O)C(O)=O)C3CCCO3,,0,5
HGKAMARNFGKMLC-UHFFFAOYSA-N,C1CCC(NC1)C2COC(O2)(c3ccccc3)c4ccccc4,,1,3
HGWPFSBHDACWNL-UHFFFAOYSA-N,CN1(=O)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,,1,4
HGXLJRWXCXSEJO-UHFFFAOYSA-N,Cn1nnnc1SCC2=C(N3C(SC2)C(NC(=O)CSC(F)(F)F)C3=O)C(O)=O,,0,5
HHFOOWPWAXNJNY-UHFFFAOYSA-N,CC(C)C1(OCC(CO)O1)C(C)C,,1,3
HHHKFGXWKKUNCY-UHFFFAOYSA-N,CCOC(=O)[C@]([H])(CC/C1=C/C=CC=C1)N[C@]3([H])CCCN2CCC[C@@]([H])(C(O)=O)N2C3=O,,1,3
HHJUWIANJFBDHT-UHFFFAOYSA-N,CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C)C6C(O)(C(O)C7(CC)C=CCN8CCC56C78)C(N)=O)C9,,0,10
HHORFCCGNBAAOU-UHFFFAOYSA-N,FC(F)(F)CC(Cl)Br,0.349999995,1,9
HHPZZKDXAFJLOH-UHFFFAOYSA-N,CC(OC(C)=O)C(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C,,1,10
HHRZAEJMHSGZNP-UHFFFAOYSA-N,CC(NN)c1ccccc1,,1,5
HIBVSSCXCTVVSR-UHFFFAOYSA-N,CC(C)N(CC(O)C)c1nnc(NNC(OCC)=O)cc1,-1,1,5
HIGRLDNHDGYWQJ-UHFFFAOYSA-P,O/N=C/C1=C/C=[N+](C=C1)COC[N+]=2C=CC(=CC=2)C=NO,,0,3
HIIJZYSUEJYLMX-UHFFFAOYSA-N,FCC(O)Cn1ccnc1[N+]([O-])=O,-0.01,1,6
HIUPRQPBWVEQJJ-UHFFFAOYSA-N,CC(C)CCC(=O)CC1N(C(=O)c2ccccc12)c4ccc3ccc(Cl)nc3n4,,1,8
HIUVKVDQFXDZHU-UHFFFAOYSA-N,N=C(N)NC[C@]2([H])COC=1C=CC=CC=1O2,,1,4
HIWNBVXMLVREKU-UHFFFAOYSA-N,CC3CC2C1CCC(C(O)=O)C1(C)CC(O)C2C4(C)CCC(=O)C=C34,,1,1
HJJDBAOLQAWBMH-UHFFFAOYSA-N,CON=C(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)CSc3nnnn3C)c4csc(N)n4,,0,4
HJJPJSXJAXAIPN-UHFFFAOYSA-N,COC(=O)C1=CCCN(C)C1,,1,5
HJJRIJDTIPFROI-UHFFFAOYSA-N,CCC=C(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)COC(N)=O)c3csc(N)n3,,0,3
HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O,,1,7
HJORMJIFDVBMOB-UHFFFAOYSA-N,O=C1CC(CN1)c2cc(c(cc2)OC)OC3CCCC3,0.610000005,1,5
HJPRDDKCXVCFOH-UHFFFAOYSA-N,CCCCn2c(=O)n(CCCC)c1ncn(CC(C)=O)c1c2=O,,1,6
HJSFDYCHYVGVDC-UHFFFAOYSA-N,CC(C)NC(=O)OC2CCN(CCCC(=O)c1ccc(F)cc1)CC2,,1,8
HJUAKZYKCANOOZ-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OC)CN1CCCC1)=O,,1,5
HJYYPODYNSCCOU-UHFFFAOYSA-N,COC1C=COC4(C)Oc3c(C)c(O)c2c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C)cc(O)c2c3C4=O,,0,1
HKOIXWVRNLGFOR-UHFFFAOYSA-N,COc1ccc2CC4NCCC35C(Oc1c23)C(O)C=CC45,,1,8
HKUCYAHWPVLPFN-UHFFFAOYSA-N,CN(C)CC(=O)N2c1ccccc1Sc3ccccc23,,1,5
HKVNQGYCUGIYTA-UHFFFAOYSA-N,O=C2\C(=C1\OC=NN1)C=CC=C2,,1,2
HLAFSNJRKZLMPT-UHFFFAOYSA-N,NCc1ccccc1Sc2ccccc2CO,,1,1
HLBRHTFSMMEHPK-UHFFFAOYSA-N,CN1CCC(CC1)=C3c2ccccc2C(O)c4ccccc34,,1,7
HLFSDGLLUJUHTE-UHFFFAOYSA-N,C2CN1CC(N=C1S2)c3ccccc3,,1,10
HLSLSXBFTXUKCY-UHFFFAOYSA-N,CCC(C)C(CC)C(=O)NC(N)=O,,1,6
HLVVITIHAZBPKB-UHFFFAOYSA-N,Nc2c1C(O)CCCc1nc3ccccc23,,1,8
HLWHPZVNQRQENV-UHFFFAOYSA-N,C[C@@]([H])(C/C1=C/C=C(/O)C=C1)N[C@](O)([H])CC=2/C=C(/O)C=C(O)C=2,,1,6
HMDKIXQRZGNMNZ-UHFFFAOYSA-N,c1ccccc1\C=C\CN(CC2)CCC2Nc3cc(=O)oc(c34)ccc(Cl)c4,0.13,1,8
HMEYVGGHISAPJR-UHFFFAOYSA-N,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCCC3)C(=O)c4c(O)cccc4C5(C)O,,0,5
HMHVCUVYZFYAJI-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O,,1,9
HMJIYCCIJYRONP-UHFFFAOYSA-N,CC=3NC(C)=C(C(=O)OC(C)(C)[H])[C@@]([H])(C2=CC=CC1=NON=C12)C=3C(=O)OC,,1,8
HNDXBGYRMHRUFN-UHFFFAOYSA-N,CN2CCC36C4Oc7c(OC(=O)c1cccnc1)ccc(CC2C3C=CC4OC(=O)c5cccnc5)c67,,1,6
HNJJXZKZRAWDPF-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c2ccccn2,,1,10
HNRMPXKDFBEGFZ-UHFFFAOYSA-N,CC(C)(C)CC,1.035539508,1,7
HOCWPKXKMNXINF-UHFFFAOYSA-N,CCC(Oc1ccccc1)C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O,,0,6
HOGISBSFFHDTRM-UHFFFAOYSA-N,COCC1=C(N3C(SC1)C(NC(=O)C(=NO)c2csc(N)n2)C3=O)C(O)=O,,0,1
HOKIDJSKDBPKTQ-UHFFFAOYSA-N,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CCC[C@@H](N)C(O)=O)C2=O)C(O)=O,,0,5
HOKYGESGEWCYRV-UHFFFAOYSA-N,c1c(c(ccc1CC(N)C(OCC\C(=C(/C)N(C)C([H])=O)SSC(C)C)=O)OC(=O)C(C)(C)C)OC(C(C)(C)C)=O,0.53,1,10
HPFLVTSWRFCPCV-UHFFFAOYSA-N,O=C(NCCN1CCN(CC1)c2ncccn2)C45CC3CC(CC(C3)C4)C5,,1,8
HPHUVLMMVZITSG-UHFFFAOYSA-N,CC[C@@H](C(=O)N)N1CCCC1=O,-0.04,1,7
HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#C/C1=C/C=C(C=C1)C([H])(C=2C=CC(C#N)=CC=2)N3C=NC=N3,,1,7
HPZGUSZNXKOMCQ-UHFFFAOYSA-N,CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOC)C(C)C(O)C3(C)O,,0,3
HQBZLVPZOGIAIQ-UHFFFAOYSA-N,CC1C3N(CCC1(C)c2cc(O)ccc2C3=O)CC4CC4,,1,4
HQDQQNHUESYZSW-UHFFFAOYSA-N,CO/C1=C/C2=C(C=C1)N(/C=C2/CC(O)=O)C(=O)C=3C=CC=CC=3,,1,6
HQRSMNLSFMUJPL-UHFFFAOYSA-N,FC1(F)CCC(C(C(NC2CCN(CC3=CC=CC(N)=N3)CC2)=O)(O)C4=CC=CC=C4)C1,-0.889999995,1,10
HQRSMNLSFMUJPL-UHFFFAOYSA-P,Nc1cccc(C[NH+]2CCC(NC(=O)C(O)(c3ccccc3)C3CCC(F)(F)C3)CC2)[nH+]1,-0.88999999,1,7
HQSRVYUCBOCBLY-UHFFFAOYSA-N,O=C(N([C@@](C)([H])CC)N=C5)N5C(C=C3)=CC=C3N1CCN(C2=CC=C(OC[C@@]4([H])O[C@@](C6=CC=C(Cl)C=C6)(CSC7=NN=CN7C)OC4)C=C2)CC1,-0.7,1,5
HQTNJPCZUQAYAB-UHFFFAOYSA-N,CC(C)c3nnc(COc2ccc1c(C)c(C)c(=O)oc1c2)s3,,1,10
HROXIDVVXKDCBD-UHFFFAOYSA-N,COc4cccc5C(=O)c3c(O)c2CC(O)(CC(OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1)c2c(O)c3C(=O)c45)C(=O)CO,,0,8
HRWVXKVRSNICJQ-UHFFFAOYSA-N,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NC(N3CCN(CCO)CC3)C(O)=O)C(=O)c4c(O)cccc4C5(C)O,,0,7
HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl,,1,3
HSHNITRMYYLLCV-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(O)ccc12,,0,1
HSUGRBWQSSZJOP-UHFFFAOYSA-N,COc1ccc(cc1)C3Sc2ccccc2N(CCN(C)C)C(=O)C3OC(C)=O,0.3,1,1
HTHIHJJKFYXSOQ-UHFFFAOYSA-N,OC1c2ccccc2CNC1,0.32,1,3
HTHNTJCVPNKCPZ-UHFFFAOYSA-N,FC(F)=CCl,-0.02,1,7
HTWGECPQHCRGFE-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)scc2)CN1CCCC1)=O,,1,10
HTYIXCKSEQQCJO-UHFFFAOYSA-N,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,,1,5
HUMXXHTVHHLNRO-UHFFFAOYSA-N,CC(C)(C)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,,1,10
HUNIPYLVUPMFCZ-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,,1,2
HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc(c1)c2ccnc3c(C#N)cnn23,,1,5
HUPFGZXOMWLGNK-UHFFFAOYSA-N,[F]/C2=C/C=C(/C1=C/C=C(/O)C(=C1)C(O)=O)C([F])=C2,,1,3
HUXCOHMTWUSXGY-UHFFFAOYSA-N,CCCC(=O)OCC(=O)C3(OC(=O)CCC)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC34C,,1,4
HVIIWHNRMPBXJH-UHFFFAOYSA-N,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(ccc1)OC,,0,1
HVSFEJHKLPAYFC-UHFFFAOYSA-N,Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(OCC)c2)ccc1C(CC(C)C)=O,0.08,1,5
HVYWMOMLDIMFJA-UHFFFAOYSA-N,CC(C)([H])CCC[C@@](C)([H])[C@]4([H])CC[C@]3([H])[C@]2([H])CC=C1C[C@](O)([H])CC[C@]1(C)[C@]2([H])CC[C@@]34C,,1,5
HVZJRWJGKQPSFL-UHFFFAOYSA-N,COC(C)(C)CC,0.17,1,7
HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,,1,8
HWKROQUZSKPIKQ-UHFFFAOYSA-N,OC1=CC=CC(S(=O)(N2CCC[C@@H]2CCN3CCC(C)CC3)=O)=C1,-0.17,1,1
HXGBXQDTNZMWGS-UHFFFAOYSA-N,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62,1,9
HXGBXQDTNZMWGS-UHFFFAOYSA-O,NC(=O)C(c1ccccc1)(c1ccccc1)C1CC[NH+](CCc2ccc3c(c2)CCO3)C1,-0.62,1,5
HXHWSAZORRCQMX-UHFFFAOYSA-N,c12c(nc([nH]1)NC(OC)=O)cc(SCCC)cc2,,1,9
HXHZJLLLLXIFNR-UHFFFAOYSA-N,C1COc(c12)ccc(c2)CN(CC3)CCC3Nc4cc(=O)oc(c45)ccc(Cl)c5,-0.14,1,1
HXMIBQAMESFQGX-UHFFFAOYSA-N,c1cc(c2c(n1)sc1c2N=CN(C1=O)c1ccc(cc1)CC)N(C)CCc1ccccn1,-0.8,1,2
HXPUVFCOKUTOME-UHFFFAOYSA-N,CC1=NN(C=C1Cl)CC(=O)NC(C2CC(C2)O)C3=C(C=C(C=C3)F)F,,1,1
HXPZLYXFFSKHJA-UHFFFAOYSA-N,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,,0,5
HXQAPLNYYFQSFU-UHFFFAOYSA-N,c1cccc(C2C(=O)N)c1C=Cc(c23)cccc3,0,1,4
HXTROIBRCKIMJQ-UHFFFAOYSA-N,CC(C)CC(CC(=O)OC)C1=C(C(=CNC1=O)C(=O)OC)O,,1,6
HYIMSNHJOBLJNT-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,,0,4
HYMQZKXGIWSXGG-UHFFFAOYSA-N,Clc1cccc2c1N(CCCNC)c3ccccc3S2,1.37,1,7
HYQJLIGADHPYIR-UHFFFAOYSA-N,CCC(=O)OC1C(C)C(C)OC(=O)C(C)C(OC2CC(OC)C(OC(=O)CC)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)CC2(CO2)C(=O)C1C,,0,10
HYRKAAMZBDSJFJ-UHFFFAOYSA-N,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)COC(C)=O,,1,4
HZEVDVGPBUFIAW-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)F)O[C@@]1(C[C@H]2CCC(C1)[N@@]2CCCC)[H])F,0.74,1,7
HZIWGOAXOBPQGY-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)c2ccc(N)cc2,,1,3
HZZVJAQRINQKSD-UHFFFAOYSA-N,OC(=O)[C@]1([H])C(=CCO)O[C@@]2([H])CC(=O)N12,,1,4
IAGQNKXBDXVWPR-UHFFFAOYSA-N,CCN2CC[C@]([H])(CNC(=O)C1=CC(=C/C=C1/OC)[S](N)(=O)=O)C2,,1,4
IAHHOCLLSLZUNW-UHFFFAOYSA-N,CC35CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC6Cc4ccccc4CC56C(=O)CO,,1,4
IAKHMKGGTNLKSZ-UHFFFAOYSA-N,COc3cc2CCC(NC(C)=O)c1cc(=O)c(OC)ccc1c2c(OC)c3OC,-0.8,1,10
IALVDLPLCLFBCF-UHFFFAOYSA-N,COCC1CN(C(=O)O1)c2ccc(OCCC(O)C(F)(F)F)cc2,,1,6
IAOGIUYLCUOQQA-UHFFFAOYSA-N,O=S(N1C=CC(C1=CC=C2Cl)=C2N3CCNCC3)(C4=CC(Cl)=CC=C4)=O,0.48,1,7
IAUVMKVMXOOFMS-UHFFFAOYSA-N,CCCN(CC1CC1)C2=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=NC(C)=N2,-0.22,1,3
IAWIJHCUEPVIOO-UHFFFAOYSA-N,OC(Cn1ccnc1)c3ccc(CCc2ccccc2)cc3,,1,9
IAYPIBMASNFSPL-UHFFFAOYSA-N,C1CO1,0.01,1,5
IBALRBWGSVJPAP-UHFFFAOYSA-N,NC(=O)CCCN=C(c1ccc(Cl)cc1)c2cc(F)ccc2O,,1,10
IBAUKGNDWVSETP-UHFFFAOYSA-N,CCC(=O)N1CCN(CC1)C(=O)OC2N(C(=O)C3=C2SCCS3)c5ccc4ccc(Cl)nc4n5,,1,10
IBLNKMRFIPWSOY-UHFFFAOYSA-N,CC(C)(C)C(O)C=Cc2ccc1OCOc1c2,,1,2
IBYCYJFUEJQSMK-UHFFFAOYSA-N,CCNC2=Nc1ccc(Cl)cc1C(C)(O2)c3ccccc3,,1,1
IBZGBXXTIGCACK-UHFFFAOYSA-N,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(O)c4c(O)c3C(=O)c12)C(=O)CO,,0,5
ICBQXEWYZVQCFH-UHFFFAOYSA-N,CN(C)C(=O)CCNc1ccc(Br)cc1,,1,2
ICDNYWJQGWNLFP-UHFFFAOYSA-N,COC1=CC(=O)OC1C(O)c2ccccc2Cl,,1,6
ICFDDEJRXZSWTA-UHFFFAOYSA-M,COC1CCCC2C3C(C(C)O)C(=O)N3C(=C12)C([O-])=O,,0,3
ICHHTOMWWAMJQP-UHFFFAOYSA-N,CN4CCN2C(CN=C(c1cccs1)c3ccc(F)cc23)C4,,1,5
ICMGLRUYEQNHPF-UHFFFAOYSA-N,CN1C(=CC(=O)N(C)C1=O)NCCCN2CCN(CC2)C=3C=CC=CC=3OC,,1,7
ICPHJSKVAZMKIV-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CN(C)CC2)c1ccccc1,,1,10
ICXMCFYPHRLVBU-UHFFFAOYSA-N,C(N1CCOCC1)CNC2=NNC(C=C2C)=C3C=CC(=O)C=C3,,1,2
IDBPHNDTYPBSNI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C3(CCN(CCn2nnn(CC)c2=O)CC3)COC,-0.780000005,1,6
IDKAXRLETRCXKS-UHFFFAOYSA-N,OC(=O)CC=1C=CC=CC=1O/C2=C/C=C(/[Cl])C=C2[Cl],,1,5
